CustomerID,Recency,Frequency,Monetary,R_Score,M_Score,F_Score,RFM_Segment,RFM_Score,RF_Segment,Customer_Segment
CUST021709,428,1,1094.53,3,2,1,312,6,31,About To Sleep
CUST021710,98,3,4309.1900000000005,5,5,4,535,13,54,Champions
CUST021711,169,4,3299.8300000000004,5,5,5,545,14,55,Champions
CUST021712,72,2,2281.74,5,4,3,524,11,53,Potential Loyalist
CUST021713,208,1,1702.87,4,3,1,413,8,41,Promising
CUST021714,828,3,4609.89,2,5,4,235,10,24,At Risk
CUST021715,160,1,987.57,5,2,1,512,8,51,Promising
CUST021716,1649,1,525.15,1,1,1,111,3,11,Hibernating
CUST021718,257,4,3330.77,4,5,5,445,13,45,Loyal
CUST021719,193,4,4773.56,4,5,5,445,13,45,Loyal
CUST021720,441,3,2016.28,3,3,4,333,9,34,Loyal
CUST021721,153,1,486.18,5,1,1,511,7,51,Promising
CUST021722,556,3,5051.37,3,5,4,335,11,34,Loyal
CUST021724,1609,1,24.5,1,1,1,111,3,11,Hibernating
CUST021725,324,2,924.61,4,2,3,422,8,43,Potential Loyalist
CUST021728,587,2,157.35000000000002,3,1,3,321,6,33,Need Attention
CUST021729,1476,3,1109.5,1,2,4,132,6,14,At Risk
CUST021730,1247,1,1230.65,1,2,1,112,4,11,Hibernating
CUST021731,28,3,3022.63,5,4,4,534,12,54,Champions
CUST021733,103,2,2133.7200000000003,5,4,3,524,11,53,Potential Loyalist
CUST021734,39,5,3404.52,5,5,5,545,14,55,Champions
CUST021735,516,6,4096.1,3,5,5,345,12,35,Loyal
CUST021736,136,4,1546.02,5,3,5,543,12,55,Champions
CUST021737,2,4,5016.95,5,5,5,545,14,55,Champions
CUST021738,345,1,513.34,4,1,1,411,6,41,Promising
CUST021739,509,2,1049.99,3,2,3,322,7,33,Need Attention
CUST021740,425,3,5032.860000000001,3,5,4,335,11,34,Loyal
CUST021741,426,2,3224.3100000000004,3,5,3,325,10,33,Need Attention
CUST021742,40,3,2421.59,5,4,4,534,12,54,Champions
CUST021743,144,1,1345.51,5,3,1,513,9,51,Promising
CUST021744,493,2,3519.68,3,5,3,325,10,33,Need Attention
CUST021745,1099,1,1631.13,2,3,1,213,6,21,Hibernating
CUST021746,655,2,1080.2,3,2,3,322,7,33,Need Attention
CUST021750,384,3,1910.72,4,3,4,433,10,44,Loyal
CUST021753,1002,3,4421.6,2,5,4,235,10,24,At Risk
CUST021754,319,3,4525.26,4,5,4,435,12,44,Loyal
CUST021756,1087,1,1234.04,2,2,1,212,5,21,Hibernating
CUST021757,1309,1,935.42,1,2,1,112,4,11,Hibernating
CUST021758,195,1,45.1,4,1,1,411,6,41,Promising
CUST021759,676,5,2423.52,3,4,5,344,11,35,Loyal
CUST021760,10,4,2216.78,5,4,5,544,13,55,Champions
CUST021761,162,3,2151.51,5,4,4,534,12,54,Champions
CUST021762,1095,1,2374.93,2,4,1,214,7,21,Hibernating
CUST021763,562,2,1403.8300000000002,3,3,3,323,8,33,Need Attention
CUST021764,146,2,3238.67,5,5,3,525,12,53,Potential Loyalist
CUST021765,1178,4,3561.67,1,5,5,145,10,15,At Risk
CUST021766,1616,1,1998.11,1,3,1,113,5,11,Hibernating
CUST021767,1013,3,261.16,2,1,4,231,6,24,At Risk
CUST021768,90,4,3948.79,5,5,5,545,14,55,Champions
CUST021769,134,4,4341.58,5,5,5,545,14,55,Champions
CUST021771,45,2,3782.35,5,5,3,525,12,53,Potential Loyalist
CUST021772,1427,1,849.52,1,2,1,112,4,11,Hibernating
CUST021774,219,3,4268.4,4,5,4,435,12,44,Loyal
CUST021775,943,2,996.71,2,2,3,222,6,23,At Risk
CUST021776,651,2,2240.98,3,4,3,324,9,33,Need Attention
CUST021777,1520,1,1170.63,1,2,1,112,4,11,Hibernating
CUST021778,128,4,1716.3,5,3,5,543,12,55,Champions
CUST021780,1151,2,2148.84,1,4,3,124,7,13,At Risk
CUST021781,518,3,4319.47,3,5,4,335,11,34,Loyal
CUST021782,141,2,3378.2,5,5,3,525,12,53,Potential Loyalist
CUST021784,1084,1,367.52,2,1,1,211,4,21,Hibernating
CUST021786,173,3,1656.43,5,3,4,533,11,54,Champions
CUST021787,424,4,2461.41,3,4,5,344,11,35,Loyal
CUST021788,106,1,1651.52,5,3,1,513,9,51,Promising
CUST021789,90,4,2586.96,5,4,5,544,13,55,Champions
CUST021790,144,1,295.36,5,1,1,511,7,51,Promising
CUST021792,184,5,4627.83,4,5,5,445,13,45,Loyal
CUST021793,311,3,2521.4,4,4,4,434,11,44,Loyal
CUST021794,38,3,4865.07,5,5,4,535,13,54,Champions
CUST021795,74,2,466.51,5,1,3,521,8,53,Potential Loyalist
CUST021796,388,4,902.08,4,2,5,442,10,45,Loyal
CUST021797,86,1,831.28,5,2,1,512,8,51,Promising
CUST021798,619,1,944.12,3,2,1,312,6,31,About To Sleep
CUST021799,1456,1,291.52,1,1,1,111,3,11,Hibernating
CUST021800,422,2,2789.85,3,4,3,324,9,33,Need Attention
CUST021801,83,1,1133.37,5,2,1,512,8,51,Promising
CUST021803,1450,1,849.39,1,2,1,112,4,11,Hibernating
CUST021804,30,4,3286.45,5,5,5,545,14,55,Champions
CUST021805,1189,4,6443.57,1,5,5,145,10,15,At Risk
CUST021806,1686,2,2045.77,1,3,3,123,6,13,At Risk
CUST021807,618,2,1910.83,3,3,3,323,8,33,Need Attention
CUST021808,1024,1,1643.17,2,3,1,213,6,21,Hibernating
CUST021809,110,1,1184.05,5,2,1,512,8,51,Promising
CUST021810,842,1,1194.98,2,2,1,212,5,21,Hibernating
CUST021811,87,3,4284.16,5,5,4,535,13,54,Champions
CUST021814,290,2,393.8,4,1,3,421,7,43,Potential Loyalist
CUST021815,72,5,1157.41,5,2,5,542,11,55,Champions
CUST021816,1251,4,2351.87,1,4,5,144,9,15,At Risk
CUST021817,844,4,4301.05,2,5,5,245,11,25,At Risk
CUST021818,95,5,2672.55,5,4,5,544,13,55,Champions
CUST021819,42,4,3923.16,5,5,5,545,14,55,Champions
CUST021820,51,2,779.65,5,2,3,522,9,53,Potential Loyalist
CUST021821,142,2,1622.8200000000002,5,3,3,523,10,53,Potential Loyalist
CUST021822,1039,2,1119.42,2,2,3,222,6,23,At Risk
CUST021824,293,1,580.86,4,1,1,411,6,41,Promising
CUST021826,1224,2,961.43,1,2,3,122,5,13,At Risk
CUST021827,344,6,8316.85,4,5,5,445,13,45,Loyal
CUST021828,67,2,2158.52,5,4,3,524,11,53,Potential Loyalist
CUST021829,642,2,1240.9,3,2,3,322,7,33,Need Attention
CUST021830,702,2,1590.04,2,3,3,223,7,23,At Risk
CUST021831,191,6,7849.01,4,5,5,445,13,45,Loyal
CUST021832,23,6,4403.33,5,5,5,545,14,55,Champions
CUST021834,907,2,1164.18,2,2,3,222,6,23,At Risk
CUST021835,117,1,691.82,5,2,1,512,8,51,Promising
CUST021836,1504,3,1330.5300000000002,1,2,4,132,6,14,At Risk
CUST021839,337,3,2761.74,4,4,4,434,11,44,Loyal
CUST021840,480,1,290.1,3,1,1,311,5,31,About To Sleep
CUST021841,427,3,1809.89,3,3,4,333,9,34,Loyal
CUST021842,718,1,1181.64,2,2,1,212,5,21,Hibernating
CUST021843,683,4,3543.61,3,5,5,345,12,35,Loyal
CUST021844,634,2,2495.53,3,4,3,324,9,33,Need Attention
CUST021846,1328,3,6335.59,1,5,4,135,9,14,At Risk
CUST021847,294,5,4224.34,4,5,5,445,13,45,Loyal
CUST021848,977,2,759.62,2,2,3,222,6,23,At Risk
CUST021849,209,3,3309.27,4,5,4,435,12,44,Loyal
CUST021850,116,2,1802.99,5,3,3,523,10,53,Potential Loyalist
CUST021851,122,2,2390.24,5,4,3,524,11,53,Potential Loyalist
CUST021852,453,2,139.2,3,1,3,321,6,33,Need Attention
CUST021853,1139,2,1357.5,1,3,3,123,6,13,At Risk
CUST021854,394,2,2388.77,4,4,3,424,10,43,Potential Loyalist
CUST021855,309,3,3326.4,4,5,4,435,12,44,Loyal
CUST021856,695,1,1793.83,2,3,1,213,6,21,Hibernating
CUST021857,85,4,2921.4,5,4,5,544,13,55,Champions
CUST021858,293,2,1410.4,4,3,3,423,9,43,Potential Loyalist
CUST021859,150,1,2598.19,5,4,1,514,10,51,Promising
CUST021860,1008,1,629.33,2,1,1,211,4,21,Hibernating
CUST021861,924,2,1437.99,2,3,3,223,7,23,At Risk
CUST021862,1164,1,1661.03,1,3,1,113,5,11,Hibernating
CUST021864,1051,3,3199.0800000000004,2,5,4,235,10,24,At Risk
CUST021865,12,4,5866.51,5,5,5,545,14,55,Champions
CUST021866,846,1,524.13,2,1,1,211,4,21,Hibernating
CUST021867,225,4,3950.48,4,5,5,445,13,45,Loyal
CUST021868,1665,1,1263.43,1,2,1,112,4,11,Hibernating
CUST021869,987,3,2953.45,2,4,4,234,9,24,At Risk
CUST021870,994,1,524.93,2,1,1,211,4,21,Hibernating
CUST021871,91,5,8074.809999999999,5,5,5,545,14,55,Champions
CUST021874,100,3,3829.9,5,5,4,535,13,54,Champions
CUST021875,754,3,2029.76,2,3,4,233,8,24,At Risk
CUST021876,233,5,2698.02,4,4,5,444,12,45,Loyal
CUST021877,496,3,1617.54,3,3,4,333,9,34,Loyal
CUST021878,3,2,1966.0,5,3,3,523,10,53,Potential Loyalist
CUST021879,725,2,2508.22,2,4,3,224,8,23,At Risk
CUST021880,539,2,2341.3,3,4,3,324,9,33,Need Attention
CUST021881,492,1,2851.61,3,4,1,314,8,31,About To Sleep
CUST021882,87,6,4485.9800000000005,5,5,5,545,14,55,Champions
CUST021883,154,7,6315.55,5,5,5,545,14,55,Champions
CUST021884,610,3,933.88,3,2,4,332,8,34,Loyal
CUST021887,637,2,3883.02,3,5,3,325,10,33,Need Attention
CUST021888,387,4,7436.71,4,5,5,445,13,45,Loyal
CUST021889,1691,2,2608.19,1,4,3,124,7,13,At Risk
CUST021891,1281,2,1995.83,1,3,3,123,6,13,At Risk
CUST021892,1728,1,578.7,1,1,1,111,3,11,Hibernating
CUST021893,1134,2,291.39,1,1,3,121,4,13,At Risk
CUST021894,268,3,2911.97,4,4,4,434,11,44,Loyal
CUST021896,1642,1,840.9,1,2,1,112,4,11,Hibernating
CUST021897,986,2,2340.37,2,4,3,224,8,23,At Risk
CUST021898,905,2,2680.51,2,4,3,224,8,23,At Risk
CUST021900,1517,1,333.6,1,1,1,111,3,11,Hibernating
CUST021901,1192,1,685.27,1,2,1,112,4,11,Hibernating
CUST021902,379,2,3606.01,4,5,3,425,11,43,Potential Loyalist
CUST021905,1088,2,1871.6,2,3,3,223,7,23,At Risk
CUST021906,128,1,701.66,5,2,1,512,8,51,Promising
CUST021907,496,4,2667.22,3,4,5,344,11,35,Loyal
CUST021908,12,2,1942.78,5,3,3,523,10,53,Potential Loyalist
CUST021910,27,3,1946.94,5,3,4,533,11,54,Champions
CUST021911,419,2,2018.87,3,3,3,323,8,33,Need Attention
CUST021912,335,3,4756.15,4,5,4,435,12,44,Loyal
CUST021913,204,2,1405.37,4,3,3,423,9,43,Potential Loyalist
CUST021914,50,1,1048.37,5,2,1,512,8,51,Promising
CUST021915,1284,1,166.28,1,1,1,111,3,11,Hibernating
CUST021916,1476,2,1282.75,1,2,3,122,5,13,At Risk
CUST021917,695,3,2129.0,2,4,4,234,9,24,At Risk
CUST021918,140,1,24.3,5,1,1,511,7,51,Promising
CUST021919,384,2,2784.42,4,4,3,424,10,43,Potential Loyalist
CUST021920,744,1,111.45,2,1,1,211,4,21,Hibernating
CUST021921,85,2,2264.25,5,4,3,524,11,53,Potential Loyalist
CUST021922,1633,1,318.23,1,1,1,111,3,11,Hibernating
CUST021923,1078,5,2344.02,2,4,5,244,10,25,At Risk
CUST021924,428,3,2067.13,3,3,4,333,9,34,Loyal
CUST021925,89,2,527.6,5,1,3,521,8,53,Potential Loyalist
CUST021926,865,1,118.84,2,1,1,211,4,21,Hibernating
CUST021927,490,2,2219.11,3,4,3,324,9,33,Need Attention
CUST021928,1436,1,208.92,1,1,1,111,3,11,Hibernating
CUST021929,1233,1,356.9,1,1,1,111,3,11,Hibernating
CUST021930,817,4,4627.91,2,5,5,245,11,25,At Risk
CUST021931,620,3,5433.67,3,5,4,335,11,34,Loyal
CUST021932,480,2,511.24,3,1,3,321,6,33,Need Attention
CUST021933,299,5,3462.07,4,5,5,445,13,45,Loyal
CUST021934,544,3,3018.8500000000004,3,4,4,334,10,34,Loyal
CUST021935,110,2,421.41,5,1,3,521,8,53,Potential Loyalist
CUST021936,63,1,925.59,5,2,1,512,8,51,Promising
CUST021937,692,2,1402.14,2,3,3,323,8,23,At Risk
CUST021938,92,6,3609.51,5,5,5,545,14,55,Champions
CUST021939,1564,1,197.8,1,1,1,111,3,11,Hibernating
CUST021941,909,5,4879.85,2,5,5,245,11,25,At Risk
CUST021942,797,1,3041.42,2,4,1,214,7,21,Hibernating
CUST021943,1709,1,102.76,1,1,1,111,3,11,Hibernating
CUST021944,850,1,977.04,2,2,1,212,5,21,Hibernating
CUST021945,700,2,1348.36,2,3,3,223,7,23,At Risk
CUST021946,184,3,3887.32,4,5,4,435,12,44,Loyal
CUST021949,283,1,2338.14,4,4,1,414,9,41,Promising
CUST021950,461,4,2027.11,3,3,5,343,10,35,Loyal
CUST021951,933,2,2154.2000000000003,2,4,3,224,8,23,At Risk
CUST021952,601,3,1509.61,3,3,4,333,9,34,Loyal
CUST021953,43,4,2961.63,5,4,5,544,13,55,Champions
CUST021954,257,4,3031.03,4,4,5,444,12,45,Loyal
CUST021955,1262,1,1399.32,1,3,1,113,5,11,Hibernating
CUST021956,623,3,2558.12,3,4,4,334,10,34,Loyal
CUST021957,619,2,825.41,3,2,3,322,7,33,Need Attention
CUST021958,586,1,572.71,3,1,1,311,5,31,About To Sleep
CUST021959,683,1,2728.02,3,4,1,314,8,31,About To Sleep
CUST021960,626,3,1674.11,3,3,4,333,9,34,Loyal
CUST021961,646,3,4334.75,3,5,4,335,11,34,Loyal
CUST021962,106,4,3859.93,5,5,5,545,14,55,Champions
CUST021963,330,3,3422.82,4,5,4,435,12,44,Loyal
CUST021964,4,3,4362.63,5,5,4,535,13,54,Champions
CUST021965,383,2,2631.33,4,4,3,424,10,43,Potential Loyalist
CUST021966,1801,1,382.23,1,1,1,111,3,11,Hibernating
CUST021967,138,2,717.6600000000001,5,2,3,522,9,53,Potential Loyalist
CUST021968,110,3,4844.25,5,5,4,535,13,54,Champions
CUST021969,1234,2,1963.63,1,3,3,123,6,13,At Risk
CUST021970,758,1,1367.84,2,3,1,213,6,21,Hibernating
CUST021971,420,2,2511.1800000000003,3,4,3,324,9,33,Need Attention
CUST021972,1727,2,2380.9300000000003,1,4,3,124,7,13,At Risk
CUST021973,324,5,6237.13,4,5,5,445,13,45,Loyal
CUST021974,921,1,93.46,2,1,1,211,4,21,Hibernating
CUST021975,815,3,2900.11,2,4,4,234,9,24,At Risk
CUST021976,1298,1,400.25,1,1,1,111,3,11,Hibernating
CUST021977,1329,1,2089.14,1,3,1,113,5,11,Hibernating
CUST021978,831,3,2342.15,2,4,4,234,9,24,At Risk
CUST021979,539,2,2641.84,3,4,3,324,9,33,Need Attention
CUST021980,417,4,3333.1400000000003,3,5,5,345,12,35,Loyal
CUST021981,779,2,1703.59,2,3,3,223,7,23,At Risk
CUST021982,518,3,1959.85,3,3,4,333,9,34,Loyal
CUST021983,129,4,2930.62,5,4,5,544,13,55,Champions
CUST021984,531,3,2585.2200000000003,3,4,4,334,10,34,Loyal
CUST021985,68,2,2868.84,5,4,3,524,11,53,Potential Loyalist
CUST021986,478,2,2288.4700000000003,3,4,3,324,9,33,Need Attention
CUST021987,1152,3,2295.62,1,4,4,134,8,14,At Risk
CUST021988,216,3,2271.13,4,4,4,434,11,44,Loyal
CUST021990,649,1,512.44,3,1,1,311,5,31,About To Sleep
CUST021991,733,1,1018.58,2,2,1,212,5,21,Hibernating
CUST021992,941,1,1761.59,2,3,1,213,6,21,Hibernating
CUST021993,1669,3,3615.63,1,5,4,135,9,14,At Risk
CUST021994,94,4,1990.13,5,3,5,543,12,55,Champions
CUST021995,42,4,2249.96,5,4,5,544,13,55,Champions
CUST021996,492,2,350.39,3,1,3,321,6,33,Need Attention
CUST021997,1304,2,1914.55,1,3,3,123,6,13,At Risk
CUST021998,583,4,8631.14,3,5,5,345,12,35,Loyal
CUST022000,113,5,2987.35,5,4,5,544,13,55,Champions
CUST022001,1817,1,252.37,1,1,1,111,3,11,Hibernating
CUST022002,377,1,617.39,4,1,1,411,6,41,Promising
CUST022003,297,1,175.33,4,1,1,411,6,41,Promising
CUST022004,475,3,3483.01,3,5,4,335,11,34,Loyal
CUST022005,1435,1,540.98,1,1,1,111,3,11,Hibernating
CUST022006,536,3,2891.65,3,4,4,334,10,34,Loyal
CUST022007,734,2,1090.13,2,2,3,222,6,23,At Risk
CUST022008,740,2,1164.38,2,2,3,222,6,23,At Risk
CUST022009,1206,2,1736.81,1,3,3,123,6,13,At Risk
CUST022010,518,2,622.97,3,1,3,321,6,33,Need Attention
CUST022011,181,4,1788.58,5,3,5,543,12,55,Champions
CUST022012,478,3,3538.79,3,5,4,335,11,34,Loyal
CUST022013,81,3,1009.97,5,2,4,532,10,54,Champions
CUST022014,308,2,618.16,4,1,3,421,7,43,Potential Loyalist
CUST022015,1185,1,92.11,1,1,1,111,3,11,Hibernating
CUST022017,896,2,3194.3,2,5,3,225,9,23,At Risk
CUST022018,201,1,454.27,4,1,1,411,6,41,Promising
CUST022021,839,2,785.89,2,2,3,222,6,23,At Risk
CUST022022,105,5,4805.18,5,5,5,545,14,55,Champions
CUST022023,185,4,7483.04,4,5,5,445,13,45,Loyal
CUST022024,331,3,3339.9300000000003,4,5,4,435,12,44,Loyal
CUST022025,273,6,2651.69,4,4,5,444,12,45,Loyal
CUST022026,382,2,1327.77,4,2,3,422,8,43,Potential Loyalist
CUST022028,372,3,5826.96,4,5,4,435,12,44,Loyal
CUST022029,138,2,1348.01,5,3,3,523,10,53,Potential Loyalist
CUST022030,769,2,3089.0200000000004,2,4,3,224,8,23,At Risk
CUST022031,117,2,4266.02,5,5,3,525,12,53,Potential Loyalist
CUST022032,1011,2,1955.49,2,3,3,223,7,23,At Risk
CUST022034,67,2,2659.08,5,4,3,524,11,53,Potential Loyalist
CUST022035,207,2,1394.11,4,3,3,423,9,43,Potential Loyalist
CUST022036,104,3,1141.03,5,2,4,532,10,54,Champions
CUST022037,575,7,7951.48,3,5,5,345,12,35,Loyal
CUST022038,133,2,915.02,5,2,3,522,9,53,Potential Loyalist
CUST022039,791,3,2458.45,2,4,4,234,9,24,At Risk
CUST022040,228,2,1854.51,4,3,3,423,9,43,Potential Loyalist
CUST022041,231,2,767.63,4,2,3,422,8,43,Potential Loyalist
CUST022042,650,2,2501.2000000000003,3,4,3,324,9,33,Need Attention
CUST022043,996,2,1689.35,2,3,3,223,7,23,At Risk
CUST022044,1572,3,6545.04,1,5,4,135,9,14,At Risk
CUST022045,871,2,890.91,2,2,3,222,6,23,At Risk
CUST022046,365,3,3429.89,4,5,4,435,12,44,Loyal
CUST022047,46,1,701.59,5,2,1,512,8,51,Promising
CUST022048,727,4,2798.36,2,4,5,244,10,25,At Risk
CUST022049,824,1,1022.84,2,2,1,212,5,21,Hibernating
CUST022051,884,3,2397.94,2,4,4,234,9,24,At Risk
CUST022052,1159,1,225.1,1,1,1,111,3,11,Hibernating
CUST022053,683,1,1877.55,3,3,1,313,7,31,About To Sleep
CUST022056,36,4,4025.73,5,5,5,545,14,55,Champions
CUST022057,1366,2,2979.12,1,4,3,124,7,13,At Risk
CUST022058,723,2,237.55,2,1,3,221,5,23,At Risk
CUST022059,1700,1,1459.19,1,3,1,113,5,11,Hibernating
CUST022061,524,1,141.19,3,1,1,311,5,31,About To Sleep
CUST022062,1501,2,1395.46,1,3,3,123,6,13,At Risk
CUST022063,23,3,3122.61,5,4,4,534,12,54,Champions
CUST022065,1787,1,1290.71,1,2,1,112,4,11,Hibernating
CUST022067,836,1,704.06,2,2,1,212,5,21,Hibernating
CUST022069,340,3,1523.27,4,3,4,433,10,44,Loyal
CUST022071,31,3,3387.05,5,5,4,535,13,54,Champions
CUST022072,443,2,2238.36,3,4,3,324,9,33,Need Attention
CUST022073,170,7,4533.450000000001,5,5,5,545,14,55,Champions
CUST022074,667,4,5060.35,3,5,5,345,12,35,Loyal
CUST022076,550,3,748.28,3,2,4,332,8,34,Loyal
CUST022077,84,2,1626.9499999999998,5,3,3,523,10,53,Potential Loyalist
CUST022078,283,5,4645.66,4,5,5,445,13,45,Loyal
CUST022079,1192,4,5592.01,1,5,5,145,10,15,At Risk
CUST022080,1189,1,591.79,1,1,1,111,3,11,Hibernating
CUST022081,893,1,495.75,2,1,1,211,4,21,Hibernating
CUST022082,205,3,1901.1,4,3,4,433,10,44,Loyal
CUST022083,649,1,1288.24,3,2,1,312,6,31,About To Sleep
CUST022084,40,4,2174.63,5,4,5,544,13,55,Champions
CUST022085,1616,1,888.21,1,2,1,112,4,11,Hibernating
CUST022086,646,2,3036.1800000000003,3,4,3,324,9,33,Need Attention
CUST022087,44,2,1463.75,5,3,3,523,10,53,Potential Loyalist
CUST022088,195,2,1322.1,4,2,3,422,8,43,Potential Loyalist
CUST022089,760,3,4814.21,2,5,4,235,10,24,At Risk
CUST022090,351,2,1053.89,4,2,3,422,8,43,Potential Loyalist
CUST022091,619,2,2583.5,3,4,3,324,9,33,Need Attention
CUST022092,1249,2,1216.88,1,2,3,122,5,13,At Risk
CUST022093,775,1,797.82,2,2,1,212,5,21,Hibernating
CUST022094,1621,3,4349.69,1,5,4,135,9,14,At Risk
CUST022095,87,3,1294.38,5,2,4,532,10,54,Champions
CUST022096,342,3,4646.45,4,5,4,435,12,44,Loyal
CUST022097,470,2,2076.11,3,3,3,323,8,33,Need Attention
CUST022098,1186,1,252.3,1,1,1,111,3,11,Hibernating
CUST022099,1120,1,566.3,1,1,1,111,3,11,Hibernating
CUST022100,1593,2,2883.43,1,4,3,124,7,13,At Risk
CUST022102,17,3,3506.1,5,5,4,535,13,54,Champions
CUST022103,222,2,2314.03,4,4,3,424,10,43,Potential Loyalist
CUST022104,330,5,4105.67,4,5,5,445,13,45,Loyal
CUST022105,341,2,1260.51,4,2,3,422,8,43,Potential Loyalist
CUST022106,709,2,893.95,2,2,3,222,6,23,At Risk
CUST022107,733,1,1017.91,2,2,1,212,5,21,Hibernating
CUST022108,225,2,4825.04,4,5,3,425,11,43,Potential Loyalist
CUST022109,510,3,3934.08,3,5,4,335,11,34,Loyal
CUST022110,259,5,2487.26,4,4,5,444,12,45,Loyal
CUST022112,499,1,636.67,3,1,1,311,5,31,About To Sleep
CUST022113,1090,2,1509.11,2,3,3,223,7,23,At Risk
CUST022114,1414,1,529.35,1,1,1,111,3,11,Hibernating
CUST022115,962,1,1258.58,2,2,1,212,5,21,Hibernating
CUST022116,310,6,4183.76,4,5,5,445,13,45,Loyal
CUST022117,21,4,3301.35,5,5,5,545,14,55,Champions
CUST022118,343,1,553.36,4,1,1,411,6,41,Promising
CUST022119,780,3,825.34,2,2,4,232,7,24,At Risk
CUST022120,1130,1,2939.54,1,4,1,114,6,11,Hibernating
CUST022121,473,3,1257.31,3,2,4,332,8,34,Loyal
CUST022122,399,4,1780.85,4,3,5,443,11,45,Loyal
CUST022123,1141,1,2888.08,1,4,1,114,6,11,Hibernating
CUST022124,705,1,852.87,2,2,1,212,5,21,Hibernating
CUST022125,1270,1,472.9,1,1,1,111,3,11,Hibernating
CUST022127,479,3,3516.66,3,5,4,335,11,34,Loyal
CUST022128,957,2,1784.13,2,3,3,223,7,23,At Risk
CUST022129,510,5,4556.66,3,5,5,345,12,35,Loyal
CUST022131,85,1,952.78,5,2,1,512,8,51,Promising
CUST022132,117,4,4607.6900000000005,5,5,5,545,14,55,Champions
CUST022133,896,2,1618.7099999999998,2,3,3,223,7,23,At Risk
CUST022134,155,6,4260.28,5,5,5,545,14,55,Champions
CUST022136,364,3,1721.06,4,3,4,433,10,44,Loyal
CUST022139,1151,2,1273.49,1,2,3,122,5,13,At Risk
CUST022140,1010,1,83.15,2,1,1,211,4,21,Hibernating
CUST022141,835,1,1054.08,2,2,1,212,5,21,Hibernating
CUST022142,346,2,1163.7,4,2,3,422,8,43,Potential Loyalist
CUST022143,857,2,1348.98,2,3,3,223,7,23,At Risk
CUST022145,106,2,494.0,5,1,3,521,8,53,Potential Loyalist
CUST022146,1004,3,881.95,2,2,4,232,7,24,At Risk
CUST022147,617,2,1904.25,3,3,3,323,8,33,Need Attention
CUST022148,300,5,3697.91,4,5,5,445,13,45,Loyal
CUST022150,599,3,1782.93,3,3,4,333,9,34,Loyal
CUST022151,510,4,7055.9800000000005,3,5,5,345,12,35,Loyal
CUST022153,1427,1,46.33,1,1,1,111,3,11,Hibernating
CUST022154,248,4,3232.55,4,5,5,445,13,45,Loyal
CUST022155,237,2,1951.1,4,3,3,423,9,43,Potential Loyalist
CUST022156,1429,2,1857.87,1,3,3,123,6,13,At Risk
CUST022157,465,1,2819.52,3,4,1,314,8,31,About To Sleep
CUST022158,824,2,896.0,2,2,3,222,6,23,At Risk
CUST022159,4,4,6191.16,5,5,5,545,14,55,Champions
CUST022160,124,3,2157.71,5,4,4,534,12,54,Champions
CUST022162,408,3,914.03,3,2,4,332,8,34,Loyal
CUST022163,1359,2,3386.83,1,5,3,125,8,13,At Risk
CUST022165,1787,1,137.42,1,1,1,111,3,11,Hibernating
CUST022166,133,3,2135.89,5,4,4,534,12,54,Champions
CUST022167,120,6,4445.93,5,5,5,545,14,55,Champions
CUST022168,379,2,2597.11,4,4,3,424,10,43,Potential Loyalist
CUST022171,426,1,2349.72,3,4,1,314,8,31,About To Sleep
CUST022172,408,3,4075.06,3,5,4,335,11,34,Loyal
CUST022175,417,1,555.83,3,1,1,311,5,31,About To Sleep
CUST022177,540,2,1898.32,3,3,3,323,8,33,Need Attention
CUST022178,79,3,2901.57,5,4,4,534,12,54,Champions
CUST022179,310,3,3275.88,4,5,4,435,12,44,Loyal
CUST022180,1672,1,79.19,1,1,1,111,3,11,Hibernating
CUST022181,308,2,1815.36,4,3,3,423,9,43,Potential Loyalist
CUST022182,51,2,1040.8,5,2,3,522,9,53,Potential Loyalist
CUST022183,28,2,2316.64,5,4,3,524,11,53,Potential Loyalist
CUST022184,243,3,4587.12,4,5,4,435,12,44,Loyal
CUST022185,304,2,1949.44,4,3,3,423,9,43,Potential Loyalist
CUST022186,487,4,3876.32,3,5,5,345,12,35,Loyal
CUST022187,646,1,240.23,3,1,1,311,5,31,About To Sleep
CUST022188,1210,1,621.38,1,1,1,111,3,11,Hibernating
CUST022189,46,4,8228.96,5,5,5,545,14,55,Champions
CUST022190,562,4,4881.52,3,5,5,345,12,35,Loyal
CUST022191,1041,2,1652.21,2,3,3,223,7,23,At Risk
CUST022192,244,4,1773.1799999999998,4,3,5,443,11,45,Loyal
CUST022193,207,4,4837.79,4,5,5,445,13,45,Loyal
CUST022194,85,4,2325.1,5,4,5,544,13,55,Champions
CUST022195,314,1,712.33,4,2,1,412,7,41,Promising
CUST022196,687,2,1032.31,3,2,3,322,7,33,Need Attention
CUST022197,281,2,4040.72,4,5,3,425,11,43,Potential Loyalist
CUST022198,479,3,2470.45,3,4,4,334,10,34,Loyal
CUST022199,1389,1,963.47,1,2,1,112,4,11,Hibernating
CUST022200,370,2,954.67,4,2,3,422,8,43,Potential Loyalist
CUST022201,727,1,305.25,2,1,1,211,4,21,Hibernating
CUST022202,18,2,1914.36,5,3,3,523,10,53,Potential Loyalist
CUST022203,549,1,1204.82,3,2,1,312,6,31,About To Sleep
CUST022204,1557,2,265.27,1,1,3,121,4,13,At Risk
CUST022205,1270,1,161.54,1,1,1,111,3,11,Hibernating
